,Datapoint No.,P,Q,Total Counterfactual Points,SHAP fields,Common Points
155,51,1,3,9,2,0
156,52,0,1,22,4,0
157,52,0,2,15,2,0
158,52,0,3,3,1,0
159,53,0,1,11,6,0
160,53,0,2,13,4,0
161,53,0,3,8,4,0
162,54,1,0,18,9,0
163,54,1,2,15,4,0
164,54,1,3,9,5,0
165,55,0,1,42,10,0
166,55,0,2,19,5,0
167,55,0,3,9,9,0
168,56,1,0,16,5,0
169,56,1,2,9,2,0
170,56,1,3,14,2,0
171,57,3,0,5,5,0
172,57,3,1,13,8,0
173,57,3,2,41,6,0
174,58,0,1,13,4,0
175,58,0,2,12,3,0
176,58,0,3,5,2,0
177,59,0,1,18,1,0
178,59,0,2,10,3,0
179,59,0,3,2,3,0
180,60,1,0,49,6,0
181,60,1,2,13,2,0
182,60,1,3,15,2,0
183,61,3,0,7,4,0
184,61,3,1,12,2,0
185,61,3,2,18,6,0
186,62,3,0,7,2,0
187,62,3,1,13,1,0
188,62,3,2,18,8,0
189,63,1,0,23,1,0
190,63,1,2,21,4,0
191,63,1,3,8,6,0
192,64,0,1,32,3,0
193,64,0,2,10,4,0
194,64,0,3,8,4,0
195,65,0,1,17,5,0
196,65,0,2,12,2,0
197,65,0,3,10,3,0
198,66,3,0,7,2,0
199,66,3,1,12,1,0
200,66,3,2,17,1,0
201,67,3,0,5,5,0
202,67,3,1,8,2,0
203,67,3,2,15,7,0
204,68,1,0,23,1,0
205,68,1,2,26,3,0
206,68,1,3,11,4,0
207,69,2,0,9,3,0
208,69,2,1,32,2,0
209,69,2,3,16,5,0
210,70,2,0,19,2,0
211,70,2,1,14,2,0
212,70,2,3,9,5,0
213,71,2,0,6,2,0
214,71,2,1,11,1,0
215,71,2,3,31,6,0
216,72,0,1,15,2,0
217,72,0,2,13,2,0
218,72,0,3,8,3,0
219,73,1,0,17,2,0
220,73,1,2,16,3,0
221,73,1,3,8,2,0
222,74,2,0,11,2,0
223,74,2,1,10,1,0
224,74,2,3,25,6,0
225,75,0,1,18,6,0
226,75,0,2,10,3,0
227,75,0,3,8,5,0
228,76,1,0,44,9,0
229,76,1,2,13,3,0
230,76,1,3,17,4,0
231,77,3,0,4,2,0
232,77,3,1,13,1,0
233,77,3,2,19,2,0
234,78,2,0,12,2,0
235,78,2,1,18,2,0
236,78,2,3,14,5,0
237,79,2,0,11,1,0
238,79,2,1,11,5,0
239,79,2,3,11,5,0
240,80,3,0,11,2,0
241,80,3,1,15,1,0
242,80,3,2,16,3,0
243,81,2,0,15,2,0
244,81,2,1,15,5,0
245,81,2,3,9,5,0
246,82,1,0,18,1,0
247,82,1,2,17,6,0
248,82,1,3,9,5,0
249,83,0,1,20,3,0
250,83,0,2,10,1,0
251,83,0,3,8,3,0
252,84,1,0,14,3,0
253,84,1,2,15,3,0
254,84,1,3,11,2,0
255,85,3,0,8,3,0
256,85,3,1,10,1,0
257,85,3,2,16,2,0
258,86,1,0,21,3,0
259,86,1,2,30,3,0
260,86,1,3,13,3,0
261,87,3,0,7,2,0
262,87,3,1,13,1,0
263,87,3,2,18,4,0
264,88,3,0,10,3,0
265,88,3,1,12,1,0
266,88,3,2,14,3,0
267,89,0,1,15,4,0
268,89,0,2,13,3,0
269,89,0,3,9,2,0
270,90,3,0,9,5,0
271,90,3,1,10,1,0
272,90,3,2,19,8,0
273,91,3,0,8,7,0
274,91,3,1,13,2,0
275,91,3,2,17,6,0
276,92,2,0,9,3,0
277,92,2,1,14,2,0
278,92,2,3,18,5,0
279,93,1,0,15,7,0
280,93,1,2,16,1,0
281,93,1,3,7,2,0
282,94,3,0,6,6,0
283,94,3,1,8,1,0
284,94,3,2,13,11,0
285,95,2,0,7,3,0
286,95,2,1,19,5,0
287,95,2,3,14,2,0
288,96,2,0,9,7,0
289,96,2,1,14,7,0
290,96,2,3,14,1,0
291,97,3,0,5,5,0
292,97,3,1,9,1,0
293,97,3,2,11,1,0
294,98,1,0,12,1,0
295,98,1,2,31,6,0
296,98,1,3,7,7,0
297,99,1,0,20,3,0
298,99,1,2,8,5,0
299,99,1,3,18,3,0
300,100,0,1,11,6,0
301,100,0,2,12,4,0
302,100,0,3,8,6,0
303,101,0,1,21,2,0
304,101,0,2,13,2,0
305,101,0,3,8,3,0
306,102,1,0,12,3,0
307,102,1,2,23,4,0
308,102,1,3,7,3,0
309,103,0,1,15,11,0
310,103,0,2,10,2,0
311,103,0,3,6,5,0
312,104,1,0,40,13,0
313,104,1,2,17,1,0
314,104,1,3,6,1,0
315,105,3,0,8,3,0
316,105,3,1,9,1,0
317,105,3,2,18,4,0
318,106,2,0,8,1,0
319,106,2,1,19,1,0
320,106,2,3,23,7,0
321,107,0,1,17,3,0
322,107,0,2,12,4,0
323,107,0,3,3,8,0
324,108,1,0,19,4,0
325,108,1,2,14,3,0
326,108,1,3,12,7,0
327,109,1,0,14,3,0
328,109,1,2,15,3,0
329,109,1,3,10,5,0
330,110,0,1,14,1,0
331,110,0,2,11,3,0
332,110,0,3,7,3,0
333,111,0,1,22,8,0
334,111,0,2,12,4,0
335,111,0,3,7,5,0
336,112,3,0,4,7,0
337,112,3,1,14,11,0
338,112,3,2,38,6,0
339,113,1,0,13,6,0
340,113,1,2,43,5,0
341,113,1,3,21,2,0
342,114,3,0,2,3,0
343,114,3,1,15,2,0
344,114,3,2,41,6,0
345,115,2,0,11,2,0
346,115,2,1,14,3,0
347,115,2,3,14,5,0
348,116,3,0,6,5,0
349,116,3,1,12,2,0
350,116,3,2,30,5,0
351,117,2,0,14,1,0
352,117,2,1,13,1,0
353,117,2,3,47,4,0
354,118,0,1,22,4,0
355,118,0,2,11,2,0
356,118,0,3,7,5,0
357,119,2,0,16,1,0
358,119,2,1,13,1,0
359,119,2,3,33,4,0
360,120,1,0,19,1,0
361,120,1,2,12,4,0
362,120,1,3,10,4,0
363,121,3,0,12,2,0
364,121,3,1,15,1,0
365,121,3,2,16,3,0
366,122,2,0,13,5,0
367,122,2,1,7,8,0
368,122,2,3,19,4,0
369,123,1,0,15,3,0
370,123,1,2,15,6,0
371,123,1,3,8,5,0
372,124,3,0,4,2,0
373,124,3,1,12,1,0
374,124,3,2,15,3,0
375,125,3,0,12,5,0
376,125,3,1,12,5,0
377,125,3,2,34,5,0
378,126,0,1,18,3,0
379,126,0,2,22,2,0
380,126,0,3,4,2,0
381,127,2,0,11,1,0
382,127,2,1,13,1,0
383,127,2,3,42,12,0
384,128,0,1,23,2,0
385,128,0,2,11,1,0
386,128,0,3,7,2,0
387,129,2,0,14,3,0
388,129,2,1,17,4,0
389,129,2,3,17,4,0
390,130,3,0,6,2,0
391,130,3,1,12,1,0
392,130,3,2,16,5,0
393,131,0,1,12,4,0
394,131,0,2,14,3,0
395,131,0,3,10,3,0
396,132,2,0,5,3,0
397,132,2,1,16,4,0
398,132,2,3,18,4,0
399,133,2,0,9,4,0
400,133,2,1,17,5,0
401,133,2,3,15,4,0
402,134,0,1,17,3,0
403,134,0,2,8,2,0
404,134,0,3,11,1,0
405,135,3,0,11,3,0
406,135,3,1,10,1,0
407,135,3,2,18,7,0
408,136,1,0,15,4,0
409,136,1,2,13,3,0
410,136,1,3,15,4,0
411,137,0,1,21,3,0
412,137,0,2,13,4,0
413,137,0,3,4,7,0
414,138,0,1,38,5,0
415,138,0,2,14,4,0
416,138,0,3,4,4,0
417,139,2,0,12,1,0
418,139,2,1,14,2,0
419,139,2,3,13,11,0
420,140,2,0,6,1,0
421,140,2,1,20,1,0
422,140,2,3,46,5,0
423,141,1,0,48,2,0
424,141,1,2,15,3,0
425,141,1,3,9,3,0
426,142,2,0,14,5,0
427,142,2,1,10,4,0
428,142,2,3,16,8,0
429,143,2,0,17,2,0
430,143,2,1,12,1,0
431,143,2,3,31,8,0
432,144,0,1,17,1,0
433,144,0,2,13,3,0
434,144,0,3,1,5,0
435,145,0,1,12,4,0
436,145,0,2,13,4,0
437,145,0,3,5,4,0
438,146,0,1,25,2,0
439,146,0,2,12,4,0
440,146,0,3,13,3,0
441,147,1,0,20,4,0
442,147,1,2,12,4,0
443,147,1,3,14,3,0
444,148,1,0,13,2,0
445,148,1,2,29,4,0
446,148,1,3,11,4,0
447,149,2,0,16,3,0
448,149,2,1,15,3,0
449,149,2,3,14,9,0
450,150,3,0,3,4,0
451,150,3,1,10,1,0
452,150,3,2,17,6,0
453,151,1,0,19,7,0
454,151,1,2,15,3,0
455,151,1,3,9,2,0
456,152,1,0,4,5,0
457,152,1,2,15,2,0
458,152,1,3,23,2,0
459,153,0,1,20,4,0
460,153,0,2,10,4,0
461,153,0,3,5,7,0
462,154,2,0,13,2,0
463,154,2,1,12,2,0
464,154,2,3,36,5,0
465,155,2,0,10,2,0
466,155,2,1,15,4,0
467,155,2,3,9,12,0
468,156,0,1,16,4,0
469,156,0,2,12,2,0
470,156,0,3,5,6,0
471,157,1,0,10,3,0
472,157,1,2,15,10,0
473,157,1,3,14,2,0
474,158,0,1,16,6,0
475,158,0,2,13,1,0
476,158,0,3,7,4,0
477,159,2,0,14,1,0
478,159,2,1,24,10,0
479,159,2,3,12,5,0
480,160,2,0,11,4,0
481,160,2,1,16,4,0
482,160,2,3,13,2,0
483,161,3,0,5,1,0
484,161,3,1,12,1,0
485,161,3,2,20,10,0
486,162,3,0,7,4,0
487,162,3,1,10,7,0
488,162,3,2,36,3,0
489,163,2,0,7,3,0
490,163,2,1,15,3,0
491,163,2,3,33,10,0
492,164,1,0,15,4,0
493,164,1,2,13,3,0
494,164,1,3,13,1,0
495,165,0,1,23,2,0
496,165,0,2,10,2,0
497,165,0,3,6,2,0
498,166,1,0,27,3,0
499,166,1,2,16,3,0
500,166,1,3,10,2,0
501,167,2,0,13,1,0
502,167,2,1,15,2,0
503,167,2,3,13,8,0
504,168,2,0,8,6,0
505,168,2,1,10,5,0
506,168,2,3,22,1,0
507,169,3,0,4,2,0
508,169,3,1,16,1,0
509,169,3,2,25,4,0
510,170,3,0,10,4,0
511,170,3,1,13,1,0
512,170,3,2,24,7,0
513,171,0,1,40,7,0
514,171,0,2,13,4,0
515,171,0,3,8,4,0
516,172,1,0,33,3,0
517,172,1,2,9,3,0
518,172,1,3,10,3,0
519,173,0,1,16,6,0
520,173,0,2,11,3,0
521,173,0,3,9,8,0
522,174,3,0,7,6,0
523,174,3,1,5,1,0
524,174,3,2,12,1,0
525,175,1,0,17,5,0
526,175,1,2,14,3,0
527,175,1,3,10,2,0
528,176,1,0,19,2,0
529,176,1,2,27,6,0
530,176,1,3,14,4,0
531,177,2,0,11,1,0
532,177,2,1,16,1,0
533,177,2,3,11,7,0
534,178,1,0,22,5,0
535,178,1,2,11,3,0
536,178,1,3,5,2,0
537,179,0,1,14,3,0
538,179,0,2,16,3,0
539,179,0,3,6,2,0
540,180,0,1,12,4,0
541,180,0,2,13,3,0
542,180,0,3,9,3,0
543,181,0,1,14,5,0
544,181,0,2,13,3,0
545,181,0,3,3,3,0
546,182,0,1,18,3,0
547,182,0,2,13,3,0
548,182,0,3,6,2,0
549,183,0,1,27,3,0
550,183,0,2,16,4,0
551,183,0,3,5,6,0
552,184,3,0,6,1,0
553,184,3,1,18,1,0
554,184,3,2,20,4,0
555,185,2,0,9,2,0
556,185,2,1,11,2,0
557,185,2,3,20,3,0
558,186,0,1,17,3,0
559,186,0,2,17,1,0
560,186,0,3,8,1,0
561,187,3,0,11,2,0
562,187,3,1,11,1,0
563,187,3,2,16,4,0
564,188,0,1,13,4,0
565,188,0,2,11,4,0
566,188,0,3,5,6,0
567,189,0,1,11,4,0
568,189,0,2,14,2,0
569,189,0,3,12,5,0
570,190,0,1,18,3,0
571,190,0,2,14,1,0
572,190,0,3,5,4,0
573,191,0,1,19,2,0
574,191,0,2,8,1,0
575,191,0,3,11,2,0
576,192,1,0,10,6,0
577,192,1,2,11,4,0
578,192,1,3,10,4,0
579,193,3,0,4,3,0
580,193,3,1,8,1,0
581,193,3,2,16,3,0
582,194,3,0,10,5,0
583,194,3,1,12,1,0
584,194,3,2,32,5,0
585,195,1,0,9,4,0
586,195,1,2,15,6,0
587,195,1,3,16,2,0
588,196,0,1,15,5,0
589,196,0,2,13,2,0
590,196,0,3,11,2,0
591,197,1,0,15,8,0
592,197,1,2,8,2,0
593,197,1,3,16,2,0
594,198,1,0,14,1,0
595,198,1,2,39,4,0
596,198,1,3,14,7,0
597,199,1,0,10,3,0
598,199,1,2,16,3,0
599,199,1,3,13,3,0
600,200,1,0,20,5,0
601,200,1,2,17,3,0
602,200,1,3,9,5,0
603,201,2,0,13,1,0
604,201,2,1,17,11,0
605,201,2,3,12,3,0
606,202,2,0,11,4,0
607,202,2,1,23,6,0
608,202,2,3,20,2,0
609,203,3,0,4,4,0
610,203,3,1,14,6,0
611,203,3,2,32,6,0
612,204,3,0,12,1,0
613,204,3,1,10,1,0
614,204,3,2,18,6,0
615,205,3,0,5,2,0
616,205,3,1,14,1,0
617,205,3,2,15,4,0
618,206,1,0,36,7,0
619,206,1,2,11,1,0
620,206,1,3,20,1,0
621,207,2,0,7,1,0
622,207,2,1,26,1,0
623,207,2,3,30,2,0
624,208,0,1,15,4,0
625,208,0,2,13,1,0
626,208,0,3,10,5,0
627,209,0,1,32,6,0
628,209,0,2,17,3,0
629,209,0,3,4,3,0
630,210,0,1,34,3,0
631,210,0,2,9,2,0
632,210,0,3,9,3,0
633,211,2,0,11,3,0
634,211,2,1,27,5,0
635,211,2,3,16,1,0
636,212,1,0,19,2,0
637,212,1,2,33,3,0
638,212,1,3,13,4,0
639,213,1,0,15,3,0
640,213,1,2,17,5,0
641,213,1,3,8,3,0
642,214,3,0,14,3,0
643,214,3,1,18,1,0
644,214,3,2,11,4,0
645,215,1,0,21,3,0
646,215,1,2,30,3,0
647,215,1,3,17,3,0
648,216,0,1,36,10,0
649,216,0,2,12,2,0
650,216,0,3,12,2,0
651,217,2,0,11,1,0
652,217,2,1,25,1,0
653,217,2,3,37,5,0
654,218,1,0,22,1,0
655,218,1,2,27,4,0
656,218,1,3,7,5,0
657,219,1,0,27,7,0
658,219,1,2,20,1,0
659,219,1,3,12,1,0
660,220,3,0,6,3,0
661,220,3,1,13,1,0
662,220,3,2,21,3,0
663,221,2,0,6,6,0
664,221,2,1,41,4,0
665,221,2,3,24,1,0
666,222,3,0,9,4,0
667,222,3,1,11,4,0
668,222,3,2,39,7,0
669,223,0,1,9,4,0
670,223,0,2,14,1,0
671,223,0,3,12,1,0
672,224,0,1,21,2,0
673,224,0,2,7,1,0
674,224,0,3,8,4,0
675,225,2,0,20,3,0
676,225,2,1,18,4,0
677,225,2,3,4,4,0
678,226,1,0,22,4,0
679,226,1,2,8,3,0
680,226,1,3,12,2,0
681,227,3,0,7,5,0
682,227,3,1,15,3,0
683,227,3,2,33,5,0
684,228,0,1,17,3,0
685,228,0,2,9,1,0
686,228,0,3,13,2,0
687,229,1,0,41,4,0
688,229,1,2,13,2,0
689,229,1,3,11,2,0
690,230,2,0,14,2,0
691,230,2,1,34,3,0
692,230,2,3,14,5,0
693,231,0,1,21,4,0
694,231,0,2,8,4,0
695,231,0,3,5,4,0
696,232,2,0,11,7,0
697,232,2,1,41,6,0
698,232,2,3,18,1,0
699,233,3,0,7,2,0
700,233,3,1,7,1,0
701,233,3,2,21,2,0
702,234,2,0,17,1,0
703,234,2,1,13,9,0
704,234,2,3,12,8,0
705,235,0,1,41,4,0
706,235,0,2,14,2,0
707,235,0,3,13,3,0
708,236,1,0,26,4,0
709,236,1,2,13,5,0
710,236,1,3,6,3,0
711,237,3,0,10,2,0
712,237,3,1,8,1,0
713,237,3,2,17,2,0
714,238,3,0,5,3,0
715,238,3,1,12,1,0
716,238,3,2,17,5,0
717,239,0,1,31,4,0
718,239,0,2,13,4,0
719,239,0,3,8,3,0
720,240,1,0,12,2,0
721,240,1,2,30,9,0
722,240,1,3,10,3,0
723,241,3,0,7,3,0
724,241,3,1,8,1,0
725,241,3,2,20,3,0
726,242,3,0,8,1,0
727,242,3,1,14,1,0
728,242,3,2,23,9,0
729,243,3,0,3,2,0
730,243,3,1,9,2,0
731,243,3,2,10,2,0
732,244,0,1,15,4,0
733,244,0,2,11,4,0
734,244,0,3,4,7,0
735,245,3,0,7,6,0
736,245,3,1,13,2,0
737,245,3,2,26,4,0
738,246,1,0,19,2,0
739,246,1,2,26,4,0
740,246,1,3,6,3,0
741,247,2,0,12,2,0
742,247,2,1,10,4,0
743,247,2,3,12,5,0
744,248,3,0,5,2,0
745,248,3,1,10,2,0
746,248,3,2,18,2,0
747,249,3,0,6,4,0
748,249,3,1,10,1,0
749,249,3,2,27,8,0
750,250,2,0,11,1,0
751,250,2,1,11,1,0
752,250,2,3,33,3,0
753,251,1,0,24,7,0
754,251,1,2,12,2,0
755,251,1,3,25,1,0
756,252,1,0,22,11,0
757,252,1,2,17,6,0
758,252,1,3,3,7,0
759,253,3,0,5,8,0
760,253,3,1,6,1,0
761,253,3,2,19,1,0
762,254,3,0,8,2,0
763,254,3,1,12,1,0
764,254,3,2,13,5,0
765,255,1,0,31,3,0
766,255,1,2,14,1,0
767,255,1,3,17,2,0
768,256,3,0,5,2,0
769,256,3,1,14,1,0
770,256,3,2,12,4,0
771,257,3,0,8,2,0
772,257,3,1,6,1,0
773,257,3,2,23,5,0
774,258,3,0,8,2,0
775,258,3,1,5,1,0
776,258,3,2,11,2,0
777,259,3,0,10,3,0
778,259,3,1,16,1,0
779,259,3,2,45,7,0
780,260,3,0,5,4,0
781,260,3,1,9,1,0
782,260,3,2,18,5,0
783,261,0,1,23,2,0
784,261,0,2,9,1,0
785,261,0,3,10,1,0
786,262,1,0,14,3,0
787,262,1,2,32,8,0
788,262,1,3,14,3,0
789,263,2,0,8,2,0
790,263,2,1,17,3,0
791,263,2,3,21,5,0
792,264,2,0,8,5,0
793,264,2,1,11,3,0
794,264,2,3,21,6,0
795,265,2,0,14,2,0
796,265,2,1,31,13,0
797,265,2,3,14,3,0
798,266,3,0,10,4,0
799,266,3,1,9,4,0
800,266,3,2,45,6,0
801,267,0,1,15,6,0
802,267,0,2,13,2,0
803,267,0,3,5,1,0
804,268,2,0,11,3,0
805,268,2,1,13,13,0
806,268,2,3,18,3,0
807,269,3,0,4,5,0
808,269,3,1,5,1,0
809,269,3,2,14,4,0
810,270,2,0,8,2,0
811,270,2,1,16,1,0
812,270,2,3,15,6,0
813,271,2,0,13,4,0
814,271,2,1,7,4,0
815,271,2,3,24,10,0
816,272,2,0,11,2,0
817,272,2,1,13,3,0
818,272,2,3,12,5,0
819,273,1,0,19,2,0
820,273,1,2,18,8,0
821,273,1,3,8,5,0
822,274,0,1,12,7,0
823,274,0,2,15,4,0
824,274,0,3,4,5,0
825,275,2,0,15,1,0
826,275,2,1,20,11,0
827,275,2,3,13,3,0
828,276,0,1,22,7,0
829,276,0,2,8,2,0
830,276,0,3,5,3,0
831,277,3,0,7,4,0
832,277,3,1,16,3,0
833,277,3,2,39,11,0
834,278,3,0,6,3,0
835,278,3,1,11,1,0
836,278,3,2,18,3,0
837,279,1,0,16,5,0
838,279,1,2,17,2,0
839,279,1,3,13,1,0
840,280,3,0,3,4,0
841,280,3,1,6,1,0
842,280,3,2,21,2,0
843,281,1,0,24,9,0
844,281,1,2,11,2,0
845,281,1,3,9,2,0
846,282,1,0,36,10,0
847,282,1,2,18,1,0
848,282,1,3,11,1,0
849,283,3,0,5,3,0
850,283,3,1,7,1,0
851,283,3,2,12,3,0
852,284,1,0,23,3,0
853,284,1,2,17,3,0
854,284,1,3,13,2,0
855,285,2,0,14,1,0
856,285,2,1,11,2,0
857,285,2,3,14,5,0
858,286,0,1,13,4,0
859,286,0,2,12,3,0
860,286,0,3,9,3,0
861,287,0,1,21,4,0
862,287,0,2,9,3,0
863,287,0,3,6,2,0
864,288,3,0,8,1,0
865,288,3,1,18,1,0
866,288,3,2,18,9,0
867,289,0,1,18,4,0
868,289,0,2,10,1,0
869,289,0,3,5,1,0
870,290,1,0,20,2,0
871,290,1,2,12,4,0
872,290,1,3,11,3,0
873,291,2,0,15,3,0
874,291,2,1,14,3,0
875,291,2,3,14,4,0
876,292,3,0,8,4,0
877,292,3,1,12,1,0
878,292,3,2,17,3,0
879,293,3,0,9,2,0
880,293,3,1,14,1,0
881,293,3,2,25,2,0
882,294,3,0,14,2,0
883,294,3,1,16,1,0
884,294,3,2,14,2,0
885,295,1,0,41,3,0
886,295,1,2,16,1,0
887,295,1,3,12,1,0
888,296,1,0,35,3,0
889,296,1,2,11,2,0
890,296,1,3,10,2,0
891,297,0,1,14,5,0
892,297,0,2,11,3,0
893,297,0,3,5,2,0
894,298,1,0,17,5,0
895,298,1,2,12,5,0
896,298,1,3,8,4,0
897,299,3,0,3,2,0
898,299,3,1,9,1,0
899,299,3,2,24,1,0
900,300,3,0,3,6,0
901,300,3,1,6,1,0
902,300,3,2,20,4,0
903,301,0,1,17,7,0
904,301,0,2,11,1,0
905,301,0,3,8,5,0
906,302,1,0,14,7,0
907,302,1,2,14,6,0
908,302,1,3,6,1,0
909,303,2,0,11,8,0
910,303,2,1,34,9,0
911,303,2,3,21,1,0
912,304,2,0,14,1,0
913,304,2,1,12,2,0
914,304,2,3,15,8,0
915,305,0,1,17,5,0
916,305,0,2,11,3,0
917,305,0,3,5,3,0
918,306,3,0,13,3,0
919,306,3,1,10,1,0
920,306,3,2,19,6,0
921,307,3,0,8,3,0
922,307,3,1,16,1,0
923,307,3,2,13,1,0
924,308,2,0,11,1,0
925,308,2,1,26,1,0
926,308,2,3,15,7,0
927,309,3,0,6,8,0
928,309,3,1,7,1,0
929,309,3,2,15,5,0
930,310,2,0,7,5,0
931,310,2,1,36,6,0
932,310,2,3,14,1,0
933,311,3,0,5,4,0
934,311,3,1,11,3,0
935,311,3,2,16,2,0
936,312,2,0,14,2,0
937,312,2,1,12,3,0
938,312,2,3,14,5,0
939,313,0,1,17,4,0
940,313,0,2,9,3,0
941,313,0,3,10,2,0
942,314,2,0,17,3,0
943,314,2,1,11,3,0
944,314,2,3,17,4,0
945,315,1,0,14,3,0
946,315,1,2,13,7,0
947,315,1,3,7,4,0
948,316,1,0,18,3,0
949,316,1,2,35,6,0
950,316,1,3,10,5,0
951,317,1,0,18,1,0
952,317,1,2,33,5,0
953,317,1,3,8,6,0
954,318,0,1,12,4,0
955,318,0,2,7,2,0
956,318,0,3,7,7,0
957,319,0,1,18,4,0
958,319,0,2,10,3,0
959,319,0,3,8,5,0
960,320,0,1,20,2,0
961,320,0,2,14,1,0
962,320,0,3,8,1,0
963,321,2,0,14,3,0
964,321,2,1,18,1,0
965,321,2,3,49,11,0
966,322,3,0,7,6,0
967,322,3,1,11,8,0
968,322,3,2,34,9,0
969,323,3,0,5,4,0
970,323,3,1,9,1,0
971,323,3,2,15,2,0
972,324,1,0,12,4,0
973,324,1,2,12,3,0
974,324,1,3,15,2,0
975,325,0,1,16,4,0
976,325,0,2,8,3,0
977,325,0,3,8,3,0
978,326,1,0,12,4,0
979,326,1,2,21,3,0
980,326,1,3,11,4,0
981,327,0,1,29,6,0
982,327,0,2,13,1,0
983,327,0,3,12,3,0
984,328,2,0,16,2,0
985,328,2,1,13,13,0
986,328,2,3,18,4,0
987,329,2,0,16,2,0
988,329,2,1,17,1,0
989,329,2,3,50,11,0
990,330,3,0,12,1,0
991,330,3,1,15,1,0
992,330,3,2,9,5,0
993,331,0,1,27,13,0
